Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","020","Andorre","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","12.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","020","Andorre","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","56.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","51.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","37.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","3.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","44.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","024","Angola","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","17.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","028","Antigua-et-Barbuda","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","57.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","4.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","7.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","27.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","682","Arabie saoudite","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2019","2019","%","1.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","7.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","12.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","11.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","032","Argentine","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","86.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","67.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","93.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","9.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","11","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","17.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","051","Arménie","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","73.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","2.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","18.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","8.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","036","Australie","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","98.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","13","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","040","Autriche","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","87.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","95.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","21","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","96.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","16.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","9.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","35.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","031","Azerbaïdjan","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","98.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","94.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","14.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","044","Bahamas","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","91.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","5.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","6.3","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","35.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","048","Bahreïn","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","58","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","97.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","37.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","52.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21026","Pourcentage des enfants de moins de 5 ans émaciés (%)","2019","2019","%","9.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","31","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","2.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","36.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","050","Bangladesh","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","62.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","98.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","98.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","6.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","11.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","17","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","052","Barbade","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","94.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","96.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","74.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","97.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","3.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","6.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","20.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","112","Bélarus","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","21.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21045","Pourcentage de la population ayant accès à des services d'eau potable gérés en toute sécurité","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21046","Pourcentage de la population ayant accès à des services d'assainissement gérés en toute sécurité","2019","2019","%","87.9","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","99","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","2.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","13.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","056","Belgique","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","98.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21048","Pourcentage de la population utilisant au moins les services d'assainissement de base","2019","2019","%","88.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21025","Pourcentage des enfants de moins de 5 ans présentant un retard de croissance (estimation modélisée) (%)","2019","2019","%","13.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21041","Prévalence de l'excès pondéral chez l’enfant de moins de 5 ans (estimation modélisée) (%)","2019","2019","%","8.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21043","Prévalence de l'anémie chez la femme en âge de procréer (15-49 ans)","2019","2019","%","20.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","084","Belize","6121","Valeur","21044","Prévalence de l'allaitement exclusif au sein du nourrisson de 0 à 5 mois","2019","2019","%","","","",""
"FS","Données de la sécurité alimentaire","204","Bénin","6121","Valeur","21047","Pourcentage de la population utilisant au moins les services d'eau de base","2019","2019","%","65.3","X","Ciffre de sources internationales",""
