Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","21","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61211","Confidence interval: Lower bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","17.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61212","Confidence interval: Upper bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","24.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","18.2","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61211","Confidence interval: Lower bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","17.1","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61212","Confidence interval: Upper bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","19.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","38.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61211","Confidence interval: Lower bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","33.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61212","Confidence interval: Upper bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","44","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","46.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61211","Confidence interval: Lower bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","41.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61212","Confidence interval: Upper bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","51.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","4.4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","4","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","4.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","3.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","2.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","4.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","3.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","5.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","10.7","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","10","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","11.3","A","Chiffre officiel","Official estimate integrated with FAO data"
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","7.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","6.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","8.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","10","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61321","Confidence interval: Lower bound","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","8.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","710","Afrique du Sud","61322","Confidence interval: Upper bound","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","11.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2019","2019","I$","13653.2","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210041","Prévalence de la sous-alimentation (%) (moyenne sur 3 ans)","20182020","2018-2020","%","4.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210011","Nombre de personnes sous-alimentées (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","8.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","7.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210401","Prévalence de l’insécurité alimentaire grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","10.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","7.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","5.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210401M","Prévalence de l’insécurité alimentaire grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","9.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","9.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","7.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210401F","Prévalence de l’insécurité alimentaire grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","11.5","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","33.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","30.8","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210091","Prévalence de l’insécurité alimentaire modérée ou grave – population totale (%) (moyenne sur 3 ans)","20182020","2018-2020","%","36.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","29.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","25.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210091M","Prévalence de l’insécurité alimentaire modérée ou grave – hommes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","33.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6121","Valeur","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","36","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61211","Confidence interval: Lower bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","32.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61212","Confidence interval: Upper bound","210091F","Prévalence de l’insécurité alimentaire modérée ou grave – femmes adultes (%) (moyenne sur 3 ans)","20182020","2018-2020","%","39.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.2","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61322","Confidence interval: Upper bound","210071","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","<0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","<0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61322","Confidence interval: Upper bound","210071M","Nombre de personnes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","<0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61322","Confidence interval: Upper bound","210071F","Nombre de femmes adultes en situation d’insécurité alimentaire grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.9","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61322","Confidence interval: Upper bound","210081","Nombre de personnes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","1.1","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61322","Confidence interval: Upper bound","210081M","Nombre d’hommes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","6132","Valeur","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.4","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","008","Albanie","61321","Confidence interval: Lower bound","210081F","Nombre de femmes adultes en situation d’insécurité alimentaire modérée ou grave (millions) (moyenne sur 3 ans)","20182020","2018-2020","millions","0.4","E","Valeur estimée",""
