Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Faroe Islands,FRO,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Fiji,FJI,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Finland,FIN,23.4031910281175
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,France,FRA,22.741165745516
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,French Polynesia,PYF,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Gabon,GAB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Gambia, The",GMB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Georgia,GEO,28.9596606168389
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Germany,DEU,9.60016324848307
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Ghana,GHA,18.0215142998811
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Gibraltar,GIB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Greece,GRC,29.4187182451246
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Greenland,GRL,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Grenada,GRD,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Guam,GUM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Guatemala,GTM,17.4128250582118
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Guinea,GIN,14.6707612378421
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Guinea-Bissau,GNB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Guyana,GUY,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Haiti,HTI,24.2301153413513
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Honduras,HND,14.0896284091232
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Hong Kong SAR, China",HKG,99.7719202440096
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Hungary,HUN,18.0522725032829
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Iceland,ISL,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,India,IND,15.4853278156314
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Indonesia,IDN,13.5515891331941
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Iran, Islamic Rep.",IRN,24.8954111539086
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Iraq,IRQ,23.7640628127743
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Ireland,IRL,24.6165849941431
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Isle of Man,IMN,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Israel,ISR,57.85075104926
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Italy,ITA,19.0043389416958
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Jamaica,JAM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Japan,JPN,64.5301888133425
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Jordan,JOR,19.7081173449106
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kazakhstan,KAZ,16.0985343102906
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kenya,KEN,11.4033889123862
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kiribati,KIR,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Korea, Dem. People's Rep.",PRK,11.8843393130019
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Korea, Rep.",KOR,50.1573713515329
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kosovo,XKX,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kuwait,KWT,68.7328139424917
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Kyrgyz Republic,KGZ,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lao PDR,LAO,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latvia,LVA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lebanon,LBN,41.6277017253996
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lesotho,LSO,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Liberia,LBR,29.4271004148405
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Libya,LBY,17.6724379396348
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Liechtenstein,LIE,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Lithuania,LTU,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Luxembourg,LUX,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Macao SAR, China",MAC,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Madagascar,MDG,11.6600819942982
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malawi,MWI,5.69606086963942
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malaysia,MYS,23.7175230352865
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Maldives,MDV,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mali,MLI,12.2977384041871
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Malta,MLT,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Marshall Islands,MHL,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mauritania,MRT,28.7184389790798
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mauritius,MUS,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mexico,MEX,41.5796711733802
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Micronesia, Fed. Sts.",FSM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Moldova,MDA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Monaco,MCO,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mongolia,MNG,48.0336465136136
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Montenegro,MNE,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Morocco,MAR,21.8743079352788
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Mozambique,MOZ,9.15634644127018
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Myanmar,MMR,12.5372990590611
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Namibia,NAM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nauru,NRU,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nepal,NPL,4.77276750510951
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Netherlands,NLD,12.3898622728536
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,New Caledonia,NCL,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,New Zealand,NZL,31.7727345758355
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nicaragua,NIC,15.8385959983937
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Niger,NER,5.33843799828805
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Nigeria,NGA,16.4712686230268
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,North Macedonia,MKD,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Northern Mariana Islands,MNP,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Norway,NOR,19.1992888418174
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Oman,OMN,32.6246076274103
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Pakistan,PAK,19.6000081148882
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Palau,PLW,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Panama,PAN,43.0402652596602
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Papua New Guinea,PNG,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Paraguay,PRY,50.2166453854854
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Peru,PER,32.1546281643051
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Philippines,PHL,14.0276483218948
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Poland,POL,4.67775788397221
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Portugal,PRT,41.3357309646856
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Puerto Rico,PRI,76.7567274760826
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Qatar,QAT,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Romania,ROU,9.35537337866143
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Russian Federation,RUS,23.3189549863077
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Rwanda,RWA,8.52975155176911
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Samoa,WSM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,San Marino,SMR,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sao Tome and Principe,STP,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Saudi Arabia,SAU,45.4470301218382
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Senegal,SEN,19.1057236518642
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Serbia,SRB,20.0672403453591
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Seychelles,SYC,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sierra Leone,SLE,14.5203053923857
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Singapore,SGP,100
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sint Maarten (Dutch part),SXM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Slovak Republic,SVK,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Slovenia,SVN,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Solomon Islands,SLB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Somalia,SOM,13.6400355415392
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Africa,ZAF,35.8708183776919
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,South Sudan,SSD,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Spain,ESP,25.6713903561393
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sri Lanka,LKA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Kitts and Nevis,KNA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Lucia,LCA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Martin (French part),MAF,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,St. Vincent and the Grenadines,VCT,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sudan,SDN,13.1335787975845
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Suriname,SUR,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Sweden,SWE,15.6440770289624
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Switzerland,CHE,16.1288261141327
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Syrian Arab Republic,SYR,27.3759393292481
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tajikistan,TJK,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tanzania,TZA,12.4080424195524
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Thailand,THA,19.8726483678923
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Timor-Leste,TLS,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Togo,TGO,21.658251137255
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tonga,TON,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Trinidad and Tobago,TTO,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tunisia,TUN,19.319124723615
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turkiye,TUR,36.9383456615465
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turkmenistan,TKM,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Turks and Caicos Islands,TCA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Tuvalu,TUV,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uganda,UGA,7.30560468349962
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Ukraine,UKR,12.2019290543956
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United Arab Emirates,ARE,64.2019997053733
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United Kingdom,GBR,26.9586881996074
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,United States,USA,46.4737333909952
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uruguay,URY,50.8894942231222
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Uzbekistan,UZB,7.41604539559594
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Vanuatu,VUT,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Venezuela, RB",VEN,32.5530449853397
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Vietnam,VNM,17.4735381405226
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Virgin Islands (U.S.),VIR,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,West Bank and Gaza,PSE,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,"Yemen, Rep.",YEM,9.11148811138385
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Zambia,ZMB,14.3990768030666
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Zimbabwe,ZWE,9.90784655655162
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Africa Eastern and Southern,AFE,14.4551632608141
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Africa Western and Central,AFW,17.1746031769028
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Arab World,ARB,22.8656740902098
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Caribbean small states,CSS,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Central Europe and the Baltics,CEB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Early-demographic dividend,EAR,18.7060673791289
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific,EAS,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific (excluding high income),EAP,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Euro area,EMU,19.5493613936728
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia,ECS,20.6155038906393
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia (excluding high income),ECA,23.2129292048704
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,20.9071543074718
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,European Union,EUU,17.4796000155836
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Fragile and conflict affected situations,FCS,15.478089021252
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Heavily indebted poor countries (HIPC),HPC,14.0512888918521
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,High income,HIC,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IBRD only,IBD,23.5594574357228
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA & IBRD total,IBT,21.3191804046611
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA blend,IDB,..
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA only,IDX,13.0737058161028
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,IDA total,IDA,14.6296196123529
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Late-demographic dividend,LTE,28.2621162947337
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean,LCN,38.2514300704805
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & Caribbean (excluding high income),LAC,38.3109995869201
Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,38.4056809967464
